body,label
You're invited to our annual event! RSVP here.,0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://bankofamerica-login-702.com.top/login/account/",1
Immediate action required: reset your password at http://chase-alert-289.com.tk/verify/,1
The project is on track for completion. Let me know if you need anything else.,0
Your account is at risk. Reactivate now: http://microsoft-verify-631.com.gq,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Unlock your account by confirming your details here: http://chase-unlock-845.com.cn/verify/,1
Your account is at risk. Reactivate now: http://amazon-signin-847.com.ru/signin/account/,1
Unlock your account by confirming your details here: http://amazon-unlock-162.com.xyz/verify/,1
Your account settings have been updated as requested.,0
Immediate action required: reset your password at http://facebook-confirm-340.com.xyz/confirm/update/,1
Your latest bank statement is now available in your online banking portal.,0
Security alert! Review activity: http://facebook-confirm-650.com.top/confirm/,1
The project is on track for completion. Let me know if you need anything else.,0
Your latest bank statement is now available in your online banking portal.,0
Thank you for your feedback. We appreciate your input.,0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Unlock your account by confirming your details here: http://google-security-857.com.xyz/verify/,1
Your payment failed. Update your information: http://google-bank-296.com.cc/secure/,1
Security alert! Review activity: http://chase-account-892.com.ml/account/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://amazon-secure-862.com.tk/secure/",1
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://amazon-secure-512.com.info/secure/update/",1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://microsoft-verify-836.com.pw/secure/",1
Immediate action required: reset your password at http://microsoft-bank-454.com.cn/bank/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
The project is on track for completion. Let me know if you need anything else.,0
Your account will be deleted if not verified: http://bankofamerica-reset-569.com.xyz/reset/,1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
Your password was changed successfully. No further action is needed.,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://dropbox-login-167.com.ml",1
Your password was changed successfully. No further action is needed.,0
Your account is at risk. Reactivate now: http://amazon-login-775.com.tk/secure/,1
Immediate action required: reset your password at http://ebay-unlock-367.com.ru/secure/,1
Attached is the invoice for your recent purchase. Thank you for shopping with us.,0
The project is on track for completion. Let me know if you need anything else.,0
Immediate action required: reset your password at http://apple-security-847.com.cn/security/account/,1
Immediate action required: reset your password at http://paypal-verify-618.com.ru/verify/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
Your latest bank statement is now available in your online banking portal.,0
Your latest bank statement is now available in your online banking portal.,0
You're invited to our annual event! RSVP here.,0
Your account settings have been updated as requested.,0
Final notice: click here to keep your account active: http://dropbox-alert-820.com.cn/verify/,1
Your password was changed successfully. No further action is needed.,0
Your payment failed. Update your information: http://ebay-verify-382.com.top/verify/,1
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-alert-348.com.cn/secure/",1
Welcome to our weekly newsletter. Here are the top stories...,0
"Dear User, We detected suspicious activity on your account. Please verify your information immediately to restore access: http://google-account-929.com.cn/verify/",1
Your account will be deleted if not verified: http://google-reset-117.com.tk/reset/account/,1
We noticed unusual login attempts. Confirm your account here: http://microsoft-alert-890.com.ml/alert/account/,1
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
"Dear Customer, Your account has been temporarily suspended. Click here to verify: http://paypal-security-476.com.gq/secure/",1
"Hello, Your order has shipped and is on its way! Track your package here: https://www.amazon.com/trackorder",0
"Hi Team, Just a reminder that we have a meeting scheduled tomorrow at 10:00 AM in the main conference room. Please bring your project updates.",0
We noticed unusual login attempts. Confirm your account here: http://dropbox-account-189.com.gq/account/,1
